symbol_nse,company_name,industry,isin,source_csv
NSE:RBLBANK-EQ,RBL Bank Ltd.,Financial Services,INE976G01028,nifty500.csv
NSE:RCF-EQ,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,INE027A01015,nifty500.csv
NSE:RECLTD-EQ,REC Ltd.,Financial Services,INE020B01018,nifty500.csv
NSE:REDINGTON-EQ,Redington Ltd.,Services,INE891D01026,nifty500.csv
NSE:REDTAPE-EQ,Redtape Ltd.,Consumer Durables,INE0LXT01019,nifty_total_market.csv
NSE:REFEX-EQ,Refex Industries Ltd.,Chemicals,INE056I01025,nifty_total_market.csv
NSE:RELAXO-EQ,Relaxo Footwears Ltd.,Consumer Durables,INE131B01039,nifty_total_market.csv
NSE:RELIANCE-EQ,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,INE002A01018,nifty500.csv
NSE:RELIGARE-EQ,Religare Enterprises Ltd.,Financial Services,INE621H01010,nifty_total_market.csv
NSE:RENUKA-EQ,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,INE087H01022,nifty_total_market.csv
NSE:RHIM-EQ,RHI MAGNESITA INDIA LTD.,Capital Goods,INE743M01012,nifty500.csv
NSE:RITES-EQ,RITES Ltd.,Construction,INE320J01015,nifty500.csv
NSE:RKFORGE-EQ,Ramkrishna Forgings Ltd.,Automobile and Auto Components,INE399G01023,nifty500.csv
NSE:ROUTE-EQ,Route Mobile Ltd.,Telecommunication,INE450U01017,nifty_total_market.csv
NSE:RPOWER-EQ,Reliance Power Ltd.,Power,INE614G01033,nifty500.csv
NSE:RRKABEL-EQ,R R Kabel Ltd.,Capital Goods,INE777K01022,nifty500.csv
NSE:RTNINDIA-EQ,RattanIndia Enterprises Ltd.,Consumer Services,INE834M01019,nifty_total_market.csv
NSE:RTNPOWER-EQ,RattanIndia Power Ltd.,Power,INE399K01017,nifty_total_market.csv
NSE:RUBICON-EQ,Rubicon Research Ltd.,Healthcare,INE506V01022,nifty_total_market.csv
NSE:RVNL-EQ,Rail Vikas Nigam Ltd.,Construction,INE415G01027,nifty500.csv
NSE:SAATVIKGL-EQ,Saatvik Green Energy Ltd.,Capital Goods,INE13B501022,nifty_total_market.csv
NSE:SAFARI-EQ,Safari Industries (India) Ltd.,Consumer Durables,INE429E01023,nifty_total_market.csv
NSE:SAGILITY-EQ,Sagility Ltd.,Information Technology,INE0W2G01015,nifty500.csv
NSE:SAIL-EQ,Steel Authority of India Ltd.,Metals & Mining,INE114A01011,nifty500.csv
NSE:SAILIFE-EQ,Sai Life Sciences Ltd.,Healthcare,INE570L01029,nifty500.csv
NSE:SAMHI-EQ,Samhi Hotels Ltd.,Consumer Services,INE08U801020,nifty_total_market.csv
NSE:SAMMAANCAP-EQ,Sammaan Capital Ltd.,Financial Services,INE148I01020,nifty500.csv
NSE:SANDUMA-EQ,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,INE149K01016,nifty_total_market.csv
NSE:SANSERA-EQ,Sansera Engineering Ltd.,Automobile and Auto Components,INE953O01021,nifty_total_market.csv
NSE:SAPPHIRE-EQ,Sapphire Foods India Ltd.,Consumer Services,INE806T01020,nifty500.csv
NSE:SARDAEN-EQ,Sarda Energy and Minerals Ltd.,Metals & Mining,INE385C01021,nifty500.csv
NSE:SAREGAMA-EQ,Saregama India Ltd,Media Entertainment & Publication,INE979A01025,nifty500.csv
NSE:SBFC-EQ,SBFC Finance Ltd.,Financial Services,INE423Y01016,nifty500.csv
NSE:SBICARD-EQ,SBI Cards and Payment Services Ltd.,Financial Services,INE018E01016,nifty500.csv
NSE:SBILIFE-EQ,SBI Life Insurance Company Ltd.,Financial Services,INE123W01016,nifty500.csv
NSE:SBIN-EQ,State Bank of India,Financial Services,INE062A01020,nifty500.csv
NSE:SCHAEFFLER-EQ,Schaeffler India Ltd.,Automobile and Auto Components,INE513A01022,nifty500.csv
NSE:SCHNEIDER-BE,Schneider Electric Infrastructure Ltd.,Capital Goods,INE839M01018,nifty_total_market.csv
NSE:SCI-EQ,Shipping Corporation of India Ltd.,Services,INE109A01011,nifty500.csv
NSE:SENCO-EQ,Senco Gold Ltd.,Consumer Durables,INE602W01027,nifty_total_market.csv
NSE:SFL-EQ,Sheela Foam Ltd.,Consumer Durables,INE916U01025,nifty_total_market.csv
NSE:SHAILY-EQ,Shaily Engineering Plastics Ltd.,Consumer Durables,INE151G01028,nifty_total_market.csv
NSE:SHAKTIPUMP-EQ,Shakti Pumps (India) Ltd.,Capital Goods,INE908D01010,nifty_total_market.csv
NSE:SHARDACROP-EQ,Sharda Cropchem Ltd.,Chemicals,INE221J01015,nifty_total_market.csv
NSE:SHAREINDIA-EQ,Share India Securities Ltd.,Financial Services,INE932X01026,nifty_total_market.csv
NSE:SHILPAMED-EQ,Shilpa Medicare Ltd.,Healthcare,INE790G01031,nifty_total_market.csv
NSE:SHREECEM-EQ,Shree Cement Ltd.,Construction Materials,INE070A01015,nifty500.csv
NSE:SHRIPISTON-EQ,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,INE526E01018,nifty_total_market.csv
NSE:SHRIRAMFIN-EQ,Shriram Finance Ltd.,Financial Services,INE721A01047,nifty500.csv
NSE:SHYAMMETL-EQ,Shyam Metalics and Energy Ltd.,Capital Goods,INE810G01011,nifty500.csv
NSE:SIEMENS-EQ,Siemens Ltd.,Capital Goods,INE003A01024,nifty500.csv
NSE:SIGNATURE-EQ,Signatureglobal (India) Ltd.,Realty,INE903U01023,nifty500.csv
NSE:SJVN-EQ,SJVN Ltd.,Power,INE002L01015,nifty500.csv
NSE:SKFINDIA-EQ,SKF India Ltd.,Automobile and Auto Components,INE640A01023,nifty_total_market.csv
NSE:SKFINDUS-EQ,SKF India (Industrial) Ltd.,Capital Goods,INE2J8701016,nifty_total_market.csv
NSE:SKIPPER-EQ,Skipper Ltd.,Capital Goods,INE439E01022,nifty_total_market.csv
NSE:SKYGOLD-EQ,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables,INE01IU01018,nifty_total_market.csv
NSE:SMARTWORKS-EQ,Smartworks Coworking Spaces Ltd.,Services,INE0NAZ01010,nifty_total_market.csv
NSE:SMLMAH-EQ,SML Mahindra Ltd.,Capital Goods,INE294B01019,nifty_total_market.csv
NSE:SOBHA-EQ,Sobha Ltd.,Realty,INE671H01015,nifty500.csv
NSE:SOLARINDS-EQ,Solar Industries India Ltd.,Chemicals,INE343H01029,nifty500.csv
NSE:SONACOMS-EQ,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,INE073K01018,nifty500.csv
NSE:SONATSOFTW-EQ,Sonata Software Ltd.,Information Technology,INE269A01021,nifty500.csv
NSE:SOUTHBANK-EQ,South Indian Bank Ltd.,Financial Services,INE683A01023,nifty_total_market.csv
NSE:SPARC-EQ,Sun Pharma Advanced Research Company Ltd.,Healthcare,INE232I01014,nifty_total_market.csv
NSE:SPLPETRO-EQ,Supreme Petrochem Ltd.,Chemicals,INE663A01033,nifty_total_market.csv
NSE:SRF-EQ,SRF Ltd.,Chemicals,INE647A01010,nifty500.csv
NSE:STAR-EQ,Strides Pharma Science Ltd.,Healthcare,INE939A01011,nifty_total_market.csv
NSE:STARCEMENT-EQ,Star Cement Ltd.,Construction Materials,INE460H01021,nifty_total_market.csv
NSE:STARHEALTH-EQ,Star Health and Allied Insurance Company Ltd.,Financial Services,INE575P01011,nifty500.csv
NSE:STLTECH-EQ,Sterlite Technologies Ltd.,Telecommunication,INE089C01029,nifty_total_market.csv
NSE:STYL-EQ,Seshaasai Technologies Ltd.,Financial Services,INE04VU01023,nifty_total_market.csv
NSE:STYRENIX-EQ,Styrenix Performance Materials Ltd.,Chemicals,INE189B01011,nifty_total_market.csv
NSE:SUBROS-EQ,Subros Ltd.,Capital Goods,INE287B01021,nifty_total_market.csv
NSE:SUDARSCHEM-EQ,Sudarshan Chemical Industries Ltd.,Chemicals,INE659A01023,nifty_total_market.csv
NSE:SUDEEPPHRM-EQ,Sudeep Pharma Ltd.,Healthcare,INE0QPI01025,nifty_total_market.csv
NSE:SUMICHEM-EQ,Sumitomo Chemical India Ltd.,Chemicals,INE258G01013,nifty500.csv
NSE:SUNDARMFIN-EQ,Sundaram Finance Ltd.,Financial Services,INE660A01013,nifty500.csv
NSE:SUNDRMFAST-EQ,Sundram Fasteners Ltd.,Automobile and Auto Components,INE387A01021,nifty500.csv
NSE:SUNPHARMA-EQ,Sun Pharmaceutical Industries Ltd.,Healthcare,INE044A01036,nifty500.csv
NSE:SUNTECK-EQ,Sunteck Realty Ltd.,Realty,INE805D01034,nifty_total_market.csv
NSE:SUNTV-EQ,Sun TV Network Ltd.,Media Entertainment & Publication,INE424H01027,nifty500.csv
NSE:SUPREMEIND-EQ,Supreme Industries Ltd.,Capital Goods,INE195A01028,nifty500.csv
NSE:SUPRIYA-EQ,Supriya Lifescience Ltd.,Healthcare,INE07RO01027,nifty_total_market.csv
NSE:SURYAROSNI-EQ,Surya Roshni Ltd.,Capital Goods,INE335A01020,nifty_total_market.csv
NSE:SUZLON-EQ,Suzlon Energy Ltd.,Capital Goods,INE040H01021,nifty500.csv
NSE:SWANCORP-EQ,Swan Corp Ltd.,Chemicals,INE665A01038,nifty500.csv
NSE:SWIGGY-EQ,Swiggy Ltd.,Consumer Services,INE00H001014,nifty500.csv
NSE:SWSOLAR-EQ,Sterling and Wilson Renewable Energy Ltd.,Construction,INE00M201021,nifty_total_market.csv
NSE:SYNGENE-EQ,Syngene International Ltd.,Healthcare,INE398R01022,nifty500.csv
NSE:SYRMA-EQ,Syrma SGS Technology Ltd.,Capital Goods,INE0DYJ01015,nifty500.csv
NSE:TANLA-EQ,Tanla Platforms Ltd.,Information Technology,INE483C01032,nifty_total_market.csv
NSE:TARC-EQ,TARC Ltd.,Realty,INE0EK901012,nifty_total_market.csv
NSE:TARIL-EQ,Transformers And Rectifiers (India) Ltd.,Capital Goods,INE763I01026,nifty500.csv
NSE:TATACAP-EQ,Tata Capital Ltd.,Financial Services,INE976I01016,nifty_total_market.csv
NSE:TATACHEM-EQ,Tata Chemicals Ltd.,Chemicals,INE092A01019,nifty500.csv
NSE:TATACOMM-EQ,Tata Communications Ltd.,Telecommunication,INE151A01013,nifty500.csv
NSE:TATACONSUM-EQ,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,INE192A01025,nifty500.csv
NSE:TATAELXSI-EQ,Tata Elxsi Ltd.,Information Technology,INE670A01012,nifty500.csv
NSE:TATAINVEST-EQ,Tata Investment Corporation Ltd.,Financial Services,INE672A01026,nifty500.csv
NSE:TATAPOWER-EQ,Tata Power Co. Ltd.,Power,INE245A01021,nifty500.csv
NSE:TATASTEEL-EQ,Tata Steel Ltd.,Metals & Mining,INE081A01020,nifty500.csv
NSE:TATATECH-EQ,Tata Technologies Ltd.,Information Technology,INE142M01025,nifty500.csv
NSE:TBOTEK-EQ,TBO Tek Ltd.,Consumer Services,INE673O01025,nifty500.csv
NSE:TCS-EQ,Tata Consultancy Services Ltd.,Information Technology,INE467B01029,nifty500.csv
NSE:TDPOWERSYS-EQ,TD Power Systems Ltd.,Capital Goods,INE419M01027,nifty_total_market.csv
NSE:TECHM-EQ,Tech Mahindra Ltd.,Information Technology,INE669C01036,nifty500.csv
NSE:TECHNOE-EQ,Techno Electric & Engineering Company Ltd.,Construction,INE285K01026,nifty500.csv
NSE:TEGA-EQ,Tega Industries Ltd.,Capital Goods,INE011K01018,nifty_total_market.csv
NSE:TEJASNET-EQ,Tejas Networks Ltd.,Telecommunication,INE010J01012,nifty500.csv
NSE:TENNIND-EQ,Tenneco Clean Air India Ltd.,Automobile and Auto Components,INE19RI01016,nifty_total_market.csv
NSE:TEXRAIL-EQ,Texmaco Rail & Eng. Ltd.,Capital Goods,INE621L01012,nifty_total_market.csv
NSE:THANGAMAYL-EQ,Thangamayil Jewellery Ltd.,Consumer Durables,INE085J01014,nifty_total_market.csv
NSE:THELEELA-EQ,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,INE0AQ201015,nifty500.csv
NSE:THERMAX-EQ,Thermax Ltd.,Capital Goods,INE152A01029,nifty500.csv
NSE:THOMASCOOK-EQ,Thomas Cook (India) Ltd.,Consumer Services,INE332A01027,nifty_total_market.csv
NSE:THYROCARE-EQ,Thyrocare Technologies Ltd.,Healthcare,INE594H01019,nifty_total_market.csv
NSE:TI-EQ,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,INE133E01013,nifty_total_market.csv
NSE:TIINDIA-EQ,Tube Investments of India Ltd.,Automobile and Auto Components,INE974X01010,nifty500.csv
NSE:TIMETECHNO-EQ,Time Technoplast Ltd.,Capital Goods,INE508G01029,nifty_total_market.csv
NSE:TIMKEN-EQ,Timken India Ltd.,Capital Goods,INE325A01013,nifty500.csv
NSE:TIPSMUSIC-EQ,Tips Music Ltd.,Media Entertainment & Publication,INE716B01029,nifty_total_market.csv
NSE:TITAGARH-EQ,Titagarh Rail Systems Ltd.,Capital Goods,INE615H01020,nifty500.csv
NSE:TITAN-EQ,Titan Company Ltd.,Consumer Durables,INE280A01028,nifty500.csv
NSE:TMB-EQ,Tamilnad Mercantile Bank Ltd.,Financial Services,INE668A01016,nifty_total_market.csv
NSE:TMCV-EQ,Tata Motors Ltd.,Capital Goods,INE1TAE01010,nifty_total_market.csv
NSE:TMPV-EQ,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,INE155A01022,nifty500.csv
NSE:TORNTPHARM-EQ,Torrent Pharmaceuticals Ltd.,Healthcare,INE685A01028,nifty500.csv
NSE:TORNTPOWER-EQ,Torrent Power Ltd.,Power,INE813H01021,nifty500.csv
NSE:TRANSRAILL-EQ,Transrail Lighting Ltd.,Capital Goods,INE454P01035,nifty_total_market.csv
NSE:TRAVELFOOD-EQ,Travel Food Services Ltd.,Consumer Services,INE103V01028,nifty_total_market.csv
NSE:TRENT-EQ,Trent Ltd.,Consumer Services,INE849A01020,nifty500.csv
NSE:TRIDENT-EQ,Trident Ltd.,Textiles,INE064C01022,nifty500.csv
NSE:TRITURBINE-EQ,Triveni Turbine Ltd.,Capital Goods,INE152M01016,nifty500.csv
NSE:TRIVENI-EQ,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,INE256C01024,nifty500.csv
NSE:TSFINV-EQ,TSF Investments Ltd.,Financial Services,INE202Z01029,nifty_total_market.csv
NSE:TTML-EQ,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,INE517B01013,nifty500.csv
NSE:TVSMOTOR-EQ,TVS Motor Company Ltd.,Automobile and Auto Components,INE494B01023,nifty500.csv
NSE:TVSSCS-BE,TVS Supply Chain Solutions Ltd.,Services,INE395N01027,nifty_total_market.csv
NSE:UBL-EQ,United Breweries Ltd.,Fast Moving Consumer Goods,INE686F01025,nifty500.csv
NSE:UCOBANK-EQ,UCO Bank,Financial Services,INE691A01018,nifty500.csv
NSE:UJJIVANSFB-EQ,Ujjivan Small Finance Bank Ltd.,Financial Services,INE551W01018,nifty_total_market.csv
NSE:ULTRACEMCO-EQ,UltraTech Cement Ltd.,Construction Materials,INE481G01011,nifty500.csv
NSE:UNIONBANK-EQ,Union Bank of India,Financial Services,INE692A01016,nifty500.csv
NSE:UNITDSPR-EQ,United Spirits Ltd.,Fast Moving Consumer Goods,INE854D01024,nifty500.csv
NSE:UNOMINDA-EQ,UNO Minda Ltd.,Automobile and Auto Components,INE405E01023,nifty500.csv
NSE:UPL-EQ,UPL Ltd.,Chemicals,INE628A01036,nifty500.csv
NSE:URBANCO-EQ,Urban Company Ltd.,Consumer Services,INE0CAZ01013,nifty_total_market.csv
NSE:USHAMART-EQ,Usha Martin Ltd.,Capital Goods,INE228A01035,nifty500.csv
NSE:UTIAMC-EQ,UTI Asset Management Company Ltd.,Financial Services,INE094J01016,nifty500.csv
NSE:UTLSOLAR-EQ,Fujiyama Power Systems Ltd.,Capital Goods,INE12UR01024,nifty_total_market.csv
NSE:V2RETAIL-EQ,V2 Retail Ltd.,Consumer Services,INE945H01021,nifty_total_market.csv
NSE:VAIBHAVGBL-EQ,Vaibhav Global Ltd.,Consumer Durables,INE884A01027,nifty_total_market.csv
NSE:VARROC-EQ,Varroc Engineering Ltd.,Automobile and Auto Components,INE665L01035,nifty_total_market.csv
NSE:VBL-EQ,Varun Beverages Ltd.,Fast Moving Consumer Goods,INE200M01039,nifty500.csv
NSE:VEDL-EQ,Vedanta Ltd.,Metals & Mining,INE205A01025,nifty500.csv
NSE:VENTIVE-EQ,Ventive Hospitality Ltd.,Consumer Services,INE781S01027,nifty500.csv
NSE:VGUARD-EQ,V-Guard Industries Ltd.,Consumer Durables,INE951I01027,nifty500.csv
NSE:VIJAYA-EQ,Vijaya Diagnostic Centre Ltd.,Healthcare,INE043W01024,nifty500.csv
NSE:VIKRAMSOLR-EQ,Vikram Solar Ltd.,Capital Goods,INE078V01014,nifty_total_market.csv
NSE:VIPIND-EQ,V.I.P. Industries Ltd.,Consumer Durables,INE054A01027,nifty_total_market.csv
NSE:VIYASH-EQ,Viyash Scientific Ltd.,Healthcare,INE807F01027,nifty_total_market.csv
NSE:VMART-EQ,V-Mart Retail Ltd.,Consumer Services,INE665J01013,nifty_total_market.csv
NSE:VMM-EQ,Vishal Mega Mart Ltd.,Consumer Services,INE01EA01019,nifty500.csv
NSE:VOLTAMP-EQ,Voltamp Transformers Ltd,Capital Goods,INE540H01012,nifty_total_market.csv
NSE:VOLTAS-EQ,Voltas Ltd.,Consumer Durables,INE226A01021,nifty500.csv
NSE:VTL-EQ,Vardhman Textiles Ltd.,Textiles,INE825A01020,nifty500.csv
NSE:WAAREEENER-EQ,Waaree Energies Ltd.,Capital Goods,INE377N01017,nifty500.csv
NSE:WAAREERTL-EQ,Waaree Renewable Technologies Ltd.,Capital Goods,INE299N01021,nifty_total_market.csv
NSE:WABAG-EQ,Va Tech Wabag Ltd.,Utilities,INE956G01038,nifty_total_market.csv
NSE:WAKEFIT-EQ,Wakefit Innovations Ltd.,Consumer Durables,INE0E7301029,nifty_total_market.csv
NSE:WEBELSOLAR-EQ,Websol Energy System Ltd.,Capital Goods,INE855C01023,nifty_total_market.csv
NSE:WELCORP-EQ,Welspun Corp Ltd.,Capital Goods,INE191B01025,nifty500.csv
NSE:WELENT-EQ,Welspun Enterprises Ltd.,Construction,INE625G01013,nifty_total_market.csv
NSE:WELSPUNLIV-EQ,Welspun Living Ltd.,Textiles,INE192B01031,nifty500.csv
NSE:WESTLIFE-EQ,Westlife Foodworld Ltd.,Consumer Services,INE274F01020,nifty_total_market.csv
NSE:WEWORK-EQ,WeWork India Management Ltd.,Services,INE085001019,nifty_total_market.csv
NSE:WHIRLPOOL-EQ,Whirlpool of India Ltd.,Consumer Durables,INE716A01013,nifty500.csv
NSE:WIPRO-EQ,Wipro Ltd.,Information Technology,INE075A01022,nifty500.csv
NSE:WOCKPHARMA-EQ,Wockhardt Ltd.,Healthcare,INE049B01025,nifty500.csv
NSE:YATHARTH-EQ,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,INE0JO301016,nifty_total_market.csv
NSE:YESBANK-EQ,Yes Bank Ltd.,Financial Services,INE528G01035,nifty500.csv
NSE:ZAGGLE-EQ,Zaggle Prepaid Ocean Services Ltd.,Information Technology,INE07K301024,nifty_total_market.csv
NSE:ZEEL-EQ,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,INE256A01028,nifty500.csv
NSE:ZENSARTECH-EQ,Zensar Technolgies Ltd.,Information Technology,INE520A01027,nifty500.csv
NSE:ZENTEC-EQ,Zen Technologies Ltd.,Capital Goods,INE251B01027,nifty500.csv
NSE:ZFCVINDIA-EQ,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,INE342J01019,nifty500.csv
NSE:ZYDUSLIFE-EQ,Zydus Lifesciences Ltd.,Healthcare,INE010B01027,nifty500.csv
NSE:ZYDUSWELL-EQ,Zydus Wellness Ltd.,Fast Moving Consumer Goods,INE768C01028,nifty_total_market.csv
